Subject,OriginalNumber,Age,Sex,Language,Major,Semester,Session,Cycle,Trial,BaseRate,Stimulus,Response,Matrix,RT,Word
1,11,20,female,native,psychology,1,1,1,64,15,new,new,cr,903,
1,11,20,female,native,psychology,1,1,1,65,15,new,new,cr,1159,
1,11,20,female,native,psychology,1,1,1,66,15,new,old,fa,3989,
1,11,20,female,native,psychology,1,1,1,67,15,new,new,cr,1269,
1,11,20,female,native,psychology,1,1,1,68,15,new,new,cr,854,
1,11,20,female,native,psychology,1,1,1,69,15,new,new,cr,745,
1,11,20,female,native,psychology,1,1,1,70,15,old,old,hit,751,
1,11,20,female,native,psychology,1,1,1,71,15,new,new,cr,1846,
1,11,20,female,native,psychology,1,1,1,72,15,new,new,cr,1159,
1,11,20,female,native,psychology,1,1,1,73,15,new,new,cr,684,
1,11,20,female,native,psychology,1,1,1,74,15,old,old,hit,910,
1,11,20,female,native,psychology,1,1,1,75,15,new,new,cr,813,
1,11,20,female,native,psychology,1,1,1,76,15,new,new,cr,913,
1,11,20,female,native,psychology,1,1,1,77,15,new,new,cr,2960,
1,11,20,female,native,psychology,1,1,1,78,15,new,new,cr,747,
1,11,20,female,native,psychology,1,1,1,79,15,new,new,cr,1002,
1,11,20,female,native,psychology,1,1,1,80,15,new,new,cr,822,
1,11,20,female,native,psychology,1,1,1,81,15,new,new,cr,721,
1,11,20,female,native,psychology,1,1,1,82,15,new,new,cr,825,
1,11,20,female,native,psychology,1,1,1,83,15,new,new,cr,788,
1,11,20,female,native,psychology,1,1,1,84,15,old,old,hit,849,
1,11,20,female,native,psychology,1,1,1,85,15,new,new,cr,1387,
1,11,20,female,native,psychology,1,1,1,86,15,new,new,cr,735,
1,11,20,female,native,psychology,1,1,1,87,15,new,new,cr,3383,
1,11,20,female,native,psychology,1,1,1,88,15,new,new,cr,768,
1,11,20,female,native,psychology,1,1,1,89,15,new,new,cr,966,
1,11,20,female,native,psychology,1,1,1,90,15,new,new,cr,820,
1,11,20,female,native,psychology,1,1,1,91,15,old,old,hit,2840,
1,11,20,female,native,psychology,1,1,1,92,15,new,new,cr,944,
1,11,20,female,native,psychology,1,1,1,93,15,new,new,cr,678,
1,11,20,female,native,psychology,1,1,1,94,15,new,new,cr,943,
1,11,20,female,native,psychology,1,1,1,95,15,new,new,cr,1069,
1,11,20,female,native,psychology,1,1,1,96,15,new,new,cr,1159,
1,11,20,female,native,psychology,1,1,1,97,15,new,new,cr,988,
1,11,20,female,native,psychology,1,1,1,98,15,old,old,hit,880,
1,11,20,female,native,psychology,1,1,1,99,15,new,new,cr,914,
1,11,20,female,native,psychology,1,1,1,100,15,new,new,cr,3521,
1,11,20,female,native,psychology,1,1,2,1,85,old,new,miss,1744,
1,11,20,female,native,psychology,1,1,2,2,85,old,old,hit,2773,
1,11,20,female,native,psychology,1,1,2,3,85,old,old,hit,1080,
1,11,20,female,native,psychology,1,1,2,4,85,old,old,hit,681,
1,11,20,female,native,psychology,1,1,2,5,85,old,old,hit,835,
1,11,20,female,native,psychology,1,1,2,6,85,old,old,hit,654,
1,11,20,female,native,psychology,1,1,2,7,85,new,new,cr,4232,
1,11,20,female,native,psychology,1,1,2,8,85,old,old,hit,2894,
1,11,20,female,native,psychology,1,1,2,9,85,old,old,hit,1011,
1,11,20,female,native,psychology,1,1,2,10,85,old,new,miss,1231,
1,11,20,female,native,psychology,1,1,2,11,85,old,old,hit,937,
1,11,20,female,native,psychology,1,1,2,12,85,old,old,hit,640,
1,11,20,female,native,psychology,1,1,2,13,85,new,new,cr,1082,
1,11,20,female,native,psychology,1,1,2,14,85,old,new,miss,2427,
1,11,20,female,native,psychology,1,1,2,15,85,old,old,hit,788,
1,11,20,female,native,psychology,1,1,2,16,85,old,old,hit,3193,
1,11,20,female,native,psychology,1,1,2,17,85,new,old,fa,3009,
1,11,20,female,native,psychology,1,1,2,18,85,old,old,hit,818,
1,11,20,female,native,psychology,1,1,2,19,85,old,old,hit,1694,
1,11,20,female,native,psychology,1,1,2,20,85,old,old,hit,829,
1,11,20,female,native,psychology,1,1,2,21,85,old,old,hit,1032,
1,11,20,female,native,psychology,1,1,2,22,85,new,new,cr,2795,
1,11,20,female,native,psychology,1,1,2,23,85,old,old,hit,1133,
1,11,20,female,native,psychology,1,1,2,24,85,new,new,cr,955,
1,11,20,female,native,psychology,1,1,2,25,85,old,old,hit,889,
1,11,20,female,native,psychology,1,1,2,26,85,old,old,hit,1138,
1,11,20,female,native,psychology,1,1,2,27,85,old,old,hit,784,
1,11,20,female,native,psychology,1,1,2,28,85,old,old,hit,846,
1,11,20,female,native,psychology,1,1,2,29,85,old,old,hit,664,
1,11,20,female,native,psychology,1,1,2,30,85,old,old,hit,794,
1,11,20,female,native,psychology,1,1,2,31,85,old,old,hit,718,
1,11,20,female,native,psychology,1,1,2,32,85,old,old,hit,646,
1,11,20,female,native,psychology,1,1,2,33,85,old,old,hit,929,
1,11,20,female,native,psychology,1,1,2,34,85,old,old,hit,904,
1,11,20,female,native,psychology,1,1,2,35,85,old,new,miss,3744,
1,11,20,female,native,psychology,1,1,2,36,85,old,old,hit,1258,
1,11,20,female,native,psychology,1,1,2,37,85,new,new,cr,2115,
1,11,20,female,native,psychology,1,1,2,38,85,old,old,hit,857,
1,11,20,female,native,psychology,1,1,2,39,85,old,old,hit,731,
1,11,20,female,native,psychology,1,1,2,40,85,old,old,hit,858,
1,11,20,female,native,psychology,1,1,2,41,85,old,old,hit,924,
1,11,20,female,native,psychology,1,1,2,42,85,old,old,hit,2907,
1,11,20,female,native,psychology,1,1,2,43,85,old,old,hit,1129,
1,11,20,female,native,psychology,1,1,2,44,85,old,old,hit,759,
1,11,20,female,native,psychology,1,1,2,45,85,old,new,miss,1317,
1,11,20,female,native,psychology,1,1,2,46,85,new,new,cr,1469,
1,11,20,female,native,psychology,1,1,2,47,85,old,old,hit,773,
1,11,20,female,native,psychology,1,1,2,48,85,old,old,hit,667,
1,11,20,female,native,psychology,1,1,2,49,85,old,old,hit,693,
1,11,20,female,native,psychology,1,1,2,50,85,old,old,hit,1045,
1,11,20,female,native,psychology,1,1,2,51,85,old,old,hit,615,
1,11,20,female,native,psychology,1,1,2,52,85,new,new,cr,1115,
1,11,20,female,native,psychology,1,1,2,53,85,new,old,fa,2715,
1,11,20,female,native,psychology,1,1,2,54,85,old,old,hit,816,
1,11,20,female,native,psychology,1,1,2,55,85,old,old,hit,1004,
1,11,20,female,native,psychology,1,1,2,56,85,old,old,hit,720,
1,11,20,female,native,psychology,1,1,2,57,85,old,old,hit,656,
1,11,20,female,native,psychology,1,1,2,58,85,old,old,hit,538,
1,11,20,female,native,psychology,1,1,2,59,85,old,old,hit,633,
1,11,20,female,native,psychology,1,1,2,60,85,old,old,hit,709,
1,11,20,female,native,psychology,1,1,2,61,85,new,old,fa,1885,
1,11,20,female,native,psychology,1,1,2,62,85,old,old,hit,1085,
1,11,20,female,native,psychology,1,1,2,63,85,old,old,hit,837,
1,11,20,female,native,psychology,1,1,2,64,85,old,old,hit,681,
1,11,20,female,native,psychology,1,1,2,65,85,new,new,cr,1514,
1,11,20,female,native,psychology,1,1,2,66,85,new,new,cr,1977,
1,11,20,female,native,psychology,1,1,2,67,85,old,old,hit,628,
1,11,20,female,native,psychology,1,1,2,68,85,old,old,hit,5192,
1,11,20,female,native,psychology,1,1,2,69,85,old,old,hit,725,
1,11,20,female,native,psychology,1,1,2,70,85,old,new,miss,1077,
1,11,20,female,native,psychology,1,1,2,71,85,old,old,hit,1174,
1,11,20,female,native,psychology,1,1,2,72,85,old,old,hit,986,
1,11,20,female,native,psychology,1,1,2,73,85,old,old,hit,1439,
1,11,20,female,native,psychology,1,1,2,74,85,old,old,hit,1473,
1,11,20,female,native,psychology,1,1,2,75,85,old,old,hit,1217,
1,11,20,female,native,psychology,1,1,2,76,85,old,old,hit,740,
1,11,20,female,native,psychology,1,1,2,77,85,old,old,hit,1171,
1,11,20,female,native,psychology,1,1,2,78,85,old,old,hit,977,
1,11,20,female,native,psychology,1,1,2,79,85,old,old,hit,686,
1,11,20,female,native,psychology,1,1,2,80,85,old,old,hit,591,
1,11,20,female,native,psychology,1,1,2,81,85,old,new,miss,3988,
1,11,20,female,native,psychology,1,1,2,82,85,old,old,hit,852,
1,11,20,female,native,psychology,1,1,2,83,85,old,old,hit,671,
1,11,20,female,native,psychology,1,1,2,84,85,old,old,hit,680,
1,11,20,female,native,psychology,1,1,2,85,85,old,old,hit,634,
1,11,20,female,native,psychology,1,1,2,86,85,new,new,cr,1429,
1,11,20,female,native,psychology,1,1,2,87,85,old,new,miss,3079,
1,11,20,female,native,psychology,1,1,2,88,85,new,new,cr,1436,
1,11,20,female,native,psychology,1,1,2,89,85,old,old,hit,1311,
1,11,20,female,native,psychology,1,1,2,90,85,old,old,hit,710,
1,11,20,female,native,psychology,1,1,2,91,85,old,old,hit,830,
1,11,20,female,native,psychology,1,1,2,92,85,new,old,fa,4753,
1,11,20,female,native,psychology,1,1,2,93,85,old,old,hit,841,
1,11,20,female,native,psychology,1,1,2,94,85,old,old,hit,852,
1,11,20,female,native,psychology,1,1,2,95,85,old,old,hit,1399,
1,11,20,female,native,psychology,1,1,2,96,85,old,old,hit,3986,
1,11,20,female,native,psychology,1,1,2,97,85,old,old,hit,1570,
1,11,20,female,native,psychology,1,1,2,98,85,old,old,hit,903,
1,11,20,female,native,psychology,1,1,2,99,85,old,old,hit,936,
1,11,20,female,native,psychology,1,1,2,100,85,old,old,hit,751,
1,11,20,female,native,psychology,1,1,3,1,50,new,new,cr,1425,
1,11,20,female,native,psychology,1,1,3,2,50,old,old,hit,755,
1,11,20,female,native,psychology,1,1,3,3,50,old,old,hit,897,
1,11,20,female,native,psychology,1,1,3,4,50,old,old,hit,682,
1,11,20,female,native,psychology,1,1,3,5,50,old,old,hit,939,
1,11,20,female,native,psychology,1,1,3,6,50,new,new,cr,714,
1,11,20,female,native,psychology,1,1,3,7,50,new,new,cr,1290,
1,11,20,female,native,psychology,1,1,3,8,50,old,old,hit,802,
1,11,20,female,native,psychology,1,1,3,9,50,new,new,cr,989,
1,11,20,female,native,psychology,1,1,3,10,50,old,old,hit,682,
1,11,20,female,native,psychology,1,1,3,11,50,old,old,hit,659,
1,11,20,female,native,psychology,1,1,3,12,50,new,new,cr,821,
1,11,20,female,native,psychology,1,1,3,13,50,new,old,fa,1864,
1,11,20,female,native,psychology,1,1,3,14,50,old,old,hit,673,
1,11,20,female,native,psychology,1,1,3,15,50,old,old,hit,674,
1,11,20,female,native,psychology,1,1,3,16,50,new,old,fa,548,
1,11,20,female,native,psychology,1,1,3,17,50,new,new,cr,1027,
1,11,20,female,native,psychology,1,1,3,18,50,new,new,cr,2038,
1,11,20,female,native,psychology,1,1,3,19,50,new,new,cr,1375,
1,11,20,female,native,psychology,1,1,3,20,50,old,old,hit,699,
1,11,20,female,native,psychology,1,1,3,21,50,new,new,cr,1500,
1,11,20,female,native,psychology,1,1,3,22,50,new,new,cr,820,
1,11,20,female,native,psychology,1,1,3,23,50,old,old,hit,1168,
1,11,20,female,native,psychology,1,1,3,24,50,new,new,cr,1085,
1,11,20,female,native,psychology,1,1,3,25,50,old,old,hit,1206,
1,11,20,female,native,psychology,1,1,3,26,50,old,old,hit,697,
1,11,20,female,native,psychology,1,1,3,27,50,new,old,fa,1226,
1,11,20,female,native,psychology,1,1,3,28,50,new,new,cr,1229,
1,11,20,female,native,psychology,1,1,3,29,50,new,new,cr,3590,
1,11,20,female,native,psychology,1,1,3,30,50,new,new,cr,2575,
1,11,20,female,native,psychology,1,1,3,31,50,new,new,cr,1106,
1,11,20,female,native,psychology,1,1,3,32,50,old,old,hit,1393,
1,11,20,female,native,psychology,1,1,3,33,50,old,old,hit,605,
1,11,20,female,native,psychology,1,1,3,34,50,old,old,hit,929,
1,11,20,female,native,psychology,1,1,3,35,50,old,old,hit,904,
1,11,20,female,native,psychology,1,1,3,36,50,old,old,hit,640,
1,11,20,female,native,psychology,1,1,3,37,50,old,old,hit,723,
1,11,20,female,native,psychology,1,1,3,38,50,new,new,cr,914,
1,11,20,female,native,psychology,1,1,3,39,50,new,new,cr,970,
1,11,20,female,native,psychology,1,1,3,40,50,old,old,hit,776,
1,11,20,female,native,psychology,1,1,3,41,50,old,new,miss,1989,
1,11,20,female,native,psychology,1,1,3,42,50,new,old,fa,872,
1,11,20,female,native,psychology,1,1,3,43,50,new,new,cr,1274,
1,11,20,female,native,psychology,1,1,3,44,50,old,new,miss,1250,
1,11,20,female,native,psychology,1,1,3,45,50,old,old,hit,1380,
1,11,20,female,native,psychology,1,1,3,46,50,new,new,cr,3096,
1,11,20,female,native,psychology,1,1,3,47,50,old,new,miss,2780,
1,11,20,female,native,psychology,1,1,3,48,50,old,new,miss,1079,
1,11,20,female,native,psychology,1,1,3,49,50,old,old,hit,639,
1,11,20,female,native,psychology,1,1,3,50,50,new,new,cr,1026,
1,11,20,female,native,psychology,1,1,3,51,50,new,new,cr,1717,
1,11,20,female,native,psychology,1,1,3,52,50,old,old,hit,1276,
1,11,20,female,native,psychology,1,1,3,53,50,new,new,cr,8716,
1,11,20,female,native,psychology,1,1,3,54,50,old,old,hit,1052,
1,11,20,female,native,psychology,1,1,3,55,50,new,new,cr,2071,
1,11,20,female,native,psychology,1,1,3,56,50,new,new,cr,1031,
1,11,20,female,native,psychology,1,1,3,57,50,old,old,hit,762,
1,11,20,female,native,psychology,1,1,3,58,50,old,new,miss,1872,
1,11,20,female,native,psychology,1,1,3,59,50,new,new,cr,1016,
1,11,20,female,native,psychology,1,1,3,60,50,new,old,fa,859,
1,11,20,female,native,psychology,1,1,3,61,50,new,new,cr,3685,
1,11,20,female,native,psychology,1,1,3,62,50,old,old,hit,753,
1,11,20,female,native,psychology,1,1,3,63,50,old,old,hit,1104,
1,11,20,female,native,psychology,1,1,3,64,50,new,new,cr,856,
1,11,20,female,native,psychology,1,1,3,65,50,new,new,cr,1666,
1,11,20,female,native,psychology,1,1,3,66,50,old,old,hit,770,
1,11,20,female,native,psychology,1,1,3,67,50,new,new,cr,856,
1,11,20,female,native,psychology,1,1,3,68,50,old,old,hit,754,
1,11,20,female,native,psychology,1,1,3,69,50,old,old,hit,1256,
1,11,20,female,native,psychology,1,1,3,70,50,new,new,cr,1114,
1,11,20,female,native,psychology,1,1,3,71,50,new,new,cr,913,
1,11,20,female,native,psychology,1,1,3,72,50,old,new,miss,2145,
1,11,20,female,native,psychology,1,1,3,73,50,new,new,cr,1293,
1,11,20,female,native,psychology,1,1,3,74,50,new,new,cr,2693,
1,11,20,female,native,psychology,1,1,3,75,50,new,new,cr,1027,
1,11,20,female,native,psychology,1,1,3,76,50,new,old,fa,1094,
1,11,20,female,native,psychology,1,1,3,77,50,old,old,hit,686,
1,11,20,female,native,psychology,1,1,3,78,50,old,old,hit,647,
1,11,20,female,native,psychology,1,1,3,79,50,old,old,hit,722,
1,11,20,female,native,psychology,1,1,3,80,50,old,old,hit,642,
1,11,20,female,native,psychology,1,1,3,81,50,new,new,cr,2533,
1,11,20,female,native,psychology,1,1,3,82,50,old,old,hit,888,
1,11,20,female,native,psychology,1,1,3,83,50,new,new,cr,953,
1,11,20,female,native,psychology,1,1,3,84,50,old,old,hit,719,
1,11,20,female,native,psychology,1,1,3,85,50,new,new,cr,2271,
1,11,20,female,native,psychology,1,1,3,86,50,new,old,fa,2351,
1,11,20,female,native,psychology,1,1,3,87,50,old,old,hit,827,
1,11,20,female,native,psychology,1,1,3,88,50,new,new,cr,1214,
1,11,20,female,native,psychology,1,1,3,89,50,new,new,cr,1809,
1,11,20,female,native,psychology,1,1,3,90,50,old,old,hit,796,
1,11,20,female,native,psychology,1,1,3,91,50,old,new,miss,1616,
1,11,20,female,native,psychology,1,1,3,92,50,new,new,cr,2355,
1,11,20,female,native,psychology,1,1,3,93,50,old,old,hit,2415,
1,11,20,female,native,psychology,1,1,3,94,50,old,new,miss,1057,
1,11,20,female,native,psychology,1,1,3,95,50,old,old,hit,730,
1,11,20,female,native,psychology,1,1,3,96,50,old,old,hit,866,
1,11,20,female,native,psychology,1,1,3,97,50,new,old,fa,899,
1,11,20,female,native,psychology,1,1,3,98,50,new,old,fa,1212,
1,11,20,female,native,psychology,1,1,3,99,50,old,old,hit,1511,
1,11,20,female,native,psychology,1,1,3,100,50,new,new,cr,2878,
1,11,20,female,native,psychology,1,2,4,1,15,new,new,cr,2040,
1,11,20,female,native,psychology,1,2,4,2,15,new,new,cr,1072,
1,11,20,female,native,psychology,1,2,4,3,15,new,new,cr,761,
1,11,20,female,native,psychology,1,2,4,4,15,new,new,cr,1503,
1,11,20,female,native,psychology,1,2,4,5,15,new,new,cr,727,
1,11,20,female,native,psychology,1,2,4,6,15,new,new,cr,774,
1,11,20,female,native,psychology,1,2,4,7,15,new,new,cr,1179,
1,11,20,female,native,psychology,1,2,4,8,15,new,new,cr,760,
1,11,20,female,native,psychology,1,2,4,9,15,new,new,cr,654,
1,11,20,female,native,psychology,1,2,4,10,15,new,new,cr,640,
1,11,20,female,native,psychology,1,2,4,11,15,new,new,cr,915,
1,11,20,female,native,psychology,1,2,4,12,15,old,old,hit,819,
1,11,20,female,native,psychology,1,2,4,13,15,new,new,cr,862,
1,11,20,female,native,psychology,1,2,4,14,15,new,new,cr,1392,
1,11,20,female,native,psychology,1,2,4,15,15,new,new,cr,1355,
1,11,20,female,native,psychology,1,2,4,16,15,new,new,cr,752,
1,11,20,female,native,psychology,1,2,4,17,15,new,new,cr,639,
1,11,20,female,native,psychology,1,2,4,18,15,old,old,hit,970,
1,11,20,female,native,psychology,1,2,4,19,15,new,new,cr,744,
1,11,20,female,native,psychology,1,2,4,20,15,old,old,hit,750,
1,11,20,female,native,psychology,1,2,4,21,15,new,new,cr,1261,
1,11,20,female,native,psychology,1,2,4,22,15,new,new,cr,1494,
1,11,20,female,native,psychology,1,2,4,23,15,new,new,cr,806,
1,11,20,female,native,psychology,1,2,4,24,15,new,new,cr,866,
1,11,20,female,native,psychology,1,2,4,25,15,new,new,cr,940,
1,11,20,female,native,psychology,1,2,4,26,15,new,new,cr,770,
1,11,20,female,native,psychology,1,2,4,27,15,new,new,cr,784,
1,11,20,female,native,psychology,1,2,4,28,15,new,old,fa,893,
1,11,20,female,native,psychology,1,2,4,29,15,old,new,miss,2862,
1,11,20,female,native,psychology,1,2,4,30,15,old,old,hit,908,
1,11,20,female,native,psychology,1,2,4,31,15,new,new,cr,2276,
1,11,20,female,native,psychology,1,2,4,32,15,new,new,cr,3403,
1,11,20,female,native,psychology,1,2,4,33,15,new,new,cr,963,
1,11,20,female,native,psychology,1,2,4,34,15,old,old,hit,769,
1,11,20,female,native,psychology,1,2,4,35,15,new,new,cr,775,
1,11,20,female,native,psychology,1,2,4,36,15,new,new,cr,1964,
1,11,20,female,native,psychology,1,2,4,37,15,new,new,cr,681,
1,11,20,female,native,psychology,1,2,4,38,15,new,new,cr,906,
1,11,20,female,native,psychology,1,2,4,39,15,new,new,cr,666,
1,11,20,female,native,psychology,1,2,4,40,15,new,new,cr,660,
1,11,20,female,native,psychology,1,2,4,41,15,new,new,cr,670,
1,11,20,female,native,psychology,1,2,4,42,15,old,old,hit,672,
1,11,20,female,native,psychology,1,2,4,43,15,new,new,cr,946,
1,11,20,female,native,psychology,1,2,4,44,15,new,new,cr,2048,
1,11,20,female,native,psychology,1,2,4,45,15,new,new,cr,1481,
1,11,20,female,native,psychology,1,2,4,46,15,old,old,hit,745,
1,11,20,female,native,psychology,1,2,4,47,15,new,new,cr,736,
1,11,20,female,native,psychology,1,2,4,48,15,new,new,cr,3486,
1,11,20,female,native,psychology,1,2,4,49,15,new,new,cr,883,
1,11,20,female,native,psychology,1,2,4,50,15,new,new,cr,900,
1,11,20,female,native,psychology,1,2,4,51,15,new,new,cr,885,
1,11,20,female,native,psychology,1,2,4,52,15,new,new,cr,2750,
1,11,20,female,native,psychology,1,2,4,53,15,new,new,cr,817,
1,11,20,female,native,psychology,1,2,4,54,15,new,new,cr,2149,
1,11,20,female,native,psychology,1,2,4,55,15,new,new,cr,674,
1,11,20,female,native,psychology,1,2,4,56,15,new,new,cr,1667,
1,11,20,female,native,psychology,1,2,4,57,15,old,old,hit,2044,
1,11,20,female,native,psychology,1,2,4,58,15,new,new,cr,924,
1,11,20,female,native,psychology,1,2,4,59,15,new,new,cr,2315,
1,11,20,female,native,psychology,1,2,4,60,15,new,new,cr,937,
1,11,20,female,native,psychology,1,2,4,61,15,new,new,cr,896,
1,11,20,female,native,psychology,1,2,4,62,15,new,new,cr,608,
1,11,20,female,native,psychology,1,2,4,63,15,new,new,cr,637,
1,11,20,female,native,psychology,1,2,4,64,15,new,new,cr,768,
1,11,20,female,native,psychology,1,2,4,65,15,new,new,cr,1838,
1,11,20,female,native,psychology,1,2,4,66,15,new,new,cr,679,
1,11,20,female,native,psychology,1,2,4,67,15,new,new,cr,497,
1,11,20,female,native,psychology,1,2,4,68,15,new,new,cr,890,
1,11,20,female,native,psychology,1,2,4,69,15,old,old,hit,1858,
1,11,20,female,native,psychology,1,2,4,70,15,new,new,cr,1411,
1,11,20,female,native,psychology,1,2,4,71,15,new,old,fa,781,
1,11,20,female,native,psychology,1,2,4,72,15,new,new,cr,5267,
1,11,20,female,native,psychology,1,2,4,73,15,new,new,cr,942,
1,11,20,female,native,psychology,1,2,4,74,15,new,new,cr,1108,
1,11,20,female,native,psychology,1,2,4,75,15,new,new,cr,611,
1,11,20,female,native,psychology,1,2,4,76,15,old,old,hit,2000,
1,11,20,female,native,psychology,1,2,4,77,15,new,new,cr,850,
1,11,20,female,native,psychology,1,2,4,78,15,new,new,cr,1413,
1,11,20,female,native,psychology,1,2,4,79,15,old,old,hit,2296,
1,11,20,female,native,psychology,1,2,4,80,15,new,new,cr,862,
1,11,20,female,native,psychology,1,2,4,81,15,old,old,hit,1088,
1,11,20,female,native,psychology,1,2,4,82,15,new,new,cr,873,
1,11,20,female,native,psychology,1,2,4,83,15,new,new,cr,1202,
1,11,20,female,native,psychology,1,2,4,84,15,old,old,hit,1197,
1,11,20,female,native,psychology,1,2,4,85,15,new,new,cr,1401,
1,11,20,female,native,psychology,1,2,4,86,15,new,new,cr,861,
1,11,20,female,native,psychology,1,2,4,87,15,new,new,cr,598,
1,11,20,female,native,psychology,1,2,4,88,15,new,new,cr,675,
1,11,20,female,native,psychology,1,2,4,89,15,new,new,cr,597,
1,11,20,female,native,psychology,1,2,4,90,15,old,old,hit,4114,
1,11,20,female,native,psychology,1,2,4,91,15,new,new,cr,1140,
1,11,20,female,native,psychology,1,2,4,92,15,new,new,cr,1170,
1,11,20,female,native,psychology,1,2,4,93,15,new,new,cr,904,
1,11,20,female,native,psychology,1,2,4,94,15,new,new,cr,848,
1,11,20,female,native,psychology,1,2,4,95,15,new,new,cr,1450,
1,11,20,female,native,psychology,1,2,4,96,15,new,new,cr,1972,
1,11,20,female,native,psychology,1,2,4,97,15,new,new,cr,1696,
1,11,20,female,native,psychology,1,2,4,98,15,new,new,cr,639,
1,11,20,female,native,psychology,1,2,4,99,15,new,new,cr,1314,
1,11,20,female,native,psychology,1,2,4,100,15,new,new,cr,905,
1,11,20,female,native,psychology,1,2,5,1,25,new,new,cr,1075,
