Subject,Age,Sex,Language,Major,Session,Part,Cycle,Trial,BaseRate,Stimulus,Response,Matrix,RT
1,25,female,native,other,1,2,6,28,75,new,old,fa,680
1,25,female,native,other,1,2,6,29,75,new,new,cr,802
1,25,female,native,other,1,2,6,30,75,old,old,hit,1047
1,25,female,native,other,1,2,6,31,75,old,old,hit,505
1,25,female,native,other,1,2,6,32,75,old,new,miss,898
1,25,female,native,other,1,2,6,33,75,new,new,cr,683
1,25,female,native,other,1,2,6,34,75,old,old,hit,597
1,25,female,native,other,1,2,6,35,75,new,old,fa,826
1,25,female,native,other,1,2,6,36,75,old,old,hit,1292
1,25,female,native,other,1,2,6,37,75,old,old,hit,621
1,25,female,native,other,1,2,6,38,75,old,new,miss,849
1,25,female,native,other,1,2,6,39,75,old,old,hit,763
1,25,female,native,other,1,2,6,40,75,old,old,hit,706
1,25,female,native,other,1,2,6,41,75,old,old,hit,962
1,25,female,native,other,1,2,6,42,75,old,old,hit,680
1,25,female,native,other,1,2,6,43,75,new,new,cr,682
1,25,female,native,other,1,2,6,44,75,new,old,fa,780
1,25,female,native,other,1,2,6,45,75,old,old,hit,666
1,25,female,native,other,1,2,6,46,75,old,old,hit,900
1,25,female,native,other,1,2,6,47,75,old,old,hit,837
1,25,female,native,other,1,2,6,48,75,old,old,hit,921
1,25,female,native,other,1,2,6,49,75,old,old,hit,801
1,25,female,native,other,1,2,6,50,75,new,new,cr,838
1,25,female,native,other,1,2,6,51,75,old,old,hit,793
1,25,female,native,other,1,2,6,52,75,old,old,hit,613
1,25,female,native,other,1,2,6,53,75,new,old,fa,801
1,25,female,native,other,1,2,6,54,75,new,old,fa,862
1,25,female,native,other,1,2,6,55,75,old,old,hit,680
1,25,female,native,other,1,2,6,56,75,old,old,hit,698
1,25,female,native,other,1,2,6,57,75,old,new,miss,1075
1,25,female,native,other,1,2,6,58,75,new,new,cr,989
1,25,female,native,other,1,2,6,59,75,old,old,hit,865
1,25,female,native,other,1,2,6,60,75,new,new,cr,756
1,25,female,native,other,1,2,7,1,10,new,new,cr,902
1,25,female,native,other,1,2,7,2,10,new,new,cr,639
1,25,female,native,other,1,2,7,3,10,old,old,hit,643
1,25,female,native,other,1,2,7,4,10,new,new,cr,758
1,25,female,native,other,1,2,7,5,10,new,new,cr,700
1,25,female,native,other,1,2,7,6,10,new,new,cr,677
1,25,female,native,other,1,2,7,7,10,new,new,cr,559
1,25,female,native,other,1,2,7,8,10,new,new,cr,870
1,25,female,native,other,1,2,7,9,10,new,new,cr,583
1,25,female,native,other,1,2,7,10,10,new,new,cr,621
1,25,female,native,other,1,2,7,11,10,new,new,cr,545
1,25,female,native,other,1,2,7,12,10,new,new,cr,896
1,25,female,native,other,1,2,7,13,10,old,old,hit,657
1,25,female,native,other,1,2,7,14,10,new,new,cr,940
1,25,female,native,other,1,2,7,15,10,new,new,cr,722
1,25,female,native,other,1,2,7,16,10,new,new,cr,634
1,25,female,native,other,1,2,7,17,10,old,old,hit,958
1,25,female,native,other,1,2,7,18,10,new,new,cr,660
1,25,female,native,other,1,2,7,19,10,new,new,cr,631
1,25,female,native,other,1,2,7,20,10,new,new,cr,707
1,25,female,native,other,1,2,7,21,10,new,new,cr,1131
1,25,female,native,other,1,2,7,22,10,new,new,cr,786
1,25,female,native,other,1,2,7,23,10,new,new,cr,664
1,25,female,native,other,1,2,7,24,10,new,new,cr,617
1,25,female,native,other,1,2,7,25,10,new,new,cr,694
1,25,female,native,other,1,2,7,26,10,new,new,cr,599
1,25,female,native,other,1,2,7,27,10,new,new,cr,580
1,25,female,native,other,1,2,7,28,10,new,new,cr,666
1,25,female,native,other,1,2,7,29,10,new,new,cr,821
1,25,female,native,other,1,2,7,30,10,new,new,cr,1273
1,25,female,native,other,1,2,7,31,10,new,old,fa,1017
1,25,female,native,other,1,2,7,32,10,new,new,cr,605
1,25,female,native,other,1,2,7,33,10,new,new,cr,874
1,25,female,native,other,1,2,7,34,10,new,new,cr,812
1,25,female,native,other,1,2,7,35,10,new,new,cr,600
1,25,female,native,other,1,2,7,36,10,new,new,cr,1093
1,25,female,native,other,1,2,7,37,10,new,new,cr,1014
1,25,female,native,other,1,2,7,38,10,new,new,cr,698
1,25,female,native,other,1,2,7,39,10,new,new,cr,651
1,25,female,native,other,1,2,7,40,10,new,new,cr,1533
1,25,female,native,other,1,2,7,41,10,new,new,cr,619
1,25,female,native,other,1,2,7,42,10,new,new,cr,1960
1,25,female,native,other,1,2,7,43,10,new,new,cr,644
1,25,female,native,other,1,2,7,44,10,old,old,hit,768
1,25,female,native,other,1,2,7,45,10,new,new,cr,1190
1,25,female,native,other,1,2,7,46,10,new,new,cr,658
1,25,female,native,other,1,2,7,47,10,new,new,cr,789
1,25,female,native,other,1,2,7,48,10,old,old,hit,634
1,25,female,native,other,1,2,7,49,10,new,new,cr,742
1,25,female,native,other,1,2,7,50,10,new,new,cr,733
1,25,female,native,other,1,2,7,51,10,new,new,cr,757
1,25,female,native,other,1,2,7,52,10,new,new,cr,715
1,25,female,native,other,1,2,7,53,10,new,new,cr,667
1,25,female,native,other,1,2,7,54,10,new,new,cr,725
1,25,female,native,other,1,2,7,55,10,new,new,cr,709
1,25,female,native,other,1,2,7,56,10,new,new,cr,917
1,25,female,native,other,1,2,7,57,10,new,new,cr,589
1,25,female,native,other,1,2,7,58,10,new,new,cr,531
1,25,female,native,other,1,2,7,59,10,old,old,hit,955
1,25,female,native,other,1,2,7,60,10,new,new,cr,841
1,25,female,native,other,1,2,8,1,50,old,old,hit,1275
1,25,female,native,other,1,2,8,2,50,old,old,hit,1476
1,25,female,native,other,1,2,8,3,50,new,new,cr,933
1,25,female,native,other,1,2,8,4,50,new,new,cr,716
1,25,female,native,other,1,2,8,5,50,old,old,hit,949
1,25,female,native,other,1,2,8,6,50,new,new,cr,723
1,25,female,native,other,1,2,8,7,50,old,old,hit,723
1,25,female,native,other,1,2,8,8,50,old,old,hit,771
1,25,female,native,other,1,2,8,9,50,old,old,hit,633
1,25,female,native,other,1,2,8,10,50,old,new,miss,797
1,25,female,native,other,1,2,8,11,50,new,new,cr,2194
1,25,female,native,other,1,2,8,12,50,old,old,hit,731
1,25,female,native,other,1,2,8,13,50,old,new,miss,1523
1,25,female,native,other,1,2,8,14,50,old,old,hit,858
1,25,female,native,other,1,2,8,15,50,new,old,fa,884
1,25,female,native,other,1,2,8,16,50,old,old,hit,677
1,25,female,native,other,1,2,8,17,50,new,new,cr,695
1,25,female,native,other,1,2,8,18,50,old,old,hit,880
1,25,female,native,other,1,2,8,19,50,new,new,cr,802
1,25,female,native,other,1,2,8,20,50,new,new,cr,1231
1,25,female,native,other,1,2,8,21,50,old,old,hit,634
1,25,female,native,other,1,2,8,22,50,new,new,cr,1078
1,25,female,native,other,1,2,8,23,50,old,old,hit,895
1,25,female,native,other,1,2,8,24,50,new,new,cr,856
1,25,female,native,other,1,2,8,25,50,new,new,cr,690
1,25,female,native,other,1,2,8,26,50,new,new,cr,906
1,25,female,native,other,1,2,8,27,50,old,old,hit,1338
1,25,female,native,other,1,2,8,28,50,new,new,cr,688
1,25,female,native,other,1,2,8,29,50,old,old,hit,753
1,25,female,native,other,1,2,8,30,50,old,old,hit,832
1,25,female,native,other,1,2,8,31,50,new,new,cr,603
1,25,female,native,other,1,2,8,32,50,old,old,hit,1145
1,25,female,native,other,1,2,8,33,50,old,old,hit,775
1,25,female,native,other,1,2,8,34,50,new,new,cr,1173
1,25,female,native,other,1,2,8,35,50,old,old,hit,826
1,25,female,native,other,1,2,8,36,50,new,new,cr,1325
1,25,female,native,other,1,2,8,37,50,new,new,cr,1484
1,25,female,native,other,1,2,8,38,50,old,old,hit,1429
1,25,female,native,other,1,2,8,39,50,new,new,cr,839
1,25,female,native,other,1,2,8,40,50,new,new,cr,626
1,25,female,native,other,1,2,8,41,50,new,new,cr,981
1,25,female,native,other,1,2,8,42,50,new,new,cr,595
1,25,female,native,other,1,2,8,43,50,old,old,hit,752
1,25,female,native,other,1,2,8,44,50,old,old,hit,695
1,25,female,native,other,1,2,8,45,50,old,old,hit,1192
1,25,female,native,other,1,2,8,46,50,new,new,cr,884
1,25,female,native,other,1,2,8,47,50,old,new,miss,1510
1,25,female,native,other,1,2,8,48,50,new,new,cr,1125
1,25,female,native,other,1,2,8,49,50,old,old,hit,796
1,25,female,native,other,1,2,8,50,50,old,old,hit,1137
1,25,female,native,other,1,2,8,51,50,new,new,cr,840
1,25,female,native,other,1,2,8,52,50,new,new,cr,715
1,25,female,native,other,1,2,8,53,50,old,old,hit,804
1,25,female,native,other,1,2,8,54,50,old,old,hit,1313
1,25,female,native,other,1,2,8,55,50,new,new,cr,776
1,25,female,native,other,1,2,8,56,50,new,new,cr,781
